product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code,llm_validation,llm_confidence,llm_reason,llm_api_time_ms
شیک,شیک نارگیل,شیک نارگیل,360 میلی لیتر,Cafe,اسموتی و شیک,536445,75000,شیک نارگیل,5gggl5,YES,1.0,"The product name 'شیک نارگیل' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک,شیک وانیل ,شیک وانیل ,360 میلی لیتر,Cafe,اسموتی و شیک,536455,70000,شیک وانیل ,5gggl5,YES,1.0,"The product name 'شیک وانیل' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک,شیک شکلات,شیک شکلات,360 میلی لیتر,Cafe,اسموتی و شیک,147380,110000,شیک شکلات,5gggl5,YES,1.0,"The product name 'شیک شکلات' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک,شیک موز نوتلا,شیک موز نوتلا, ,Cafe,اسموتی و شیک,899777,120000,شیک موز نوتلا,29g7g2,YES,1.0,"The product name 'شیک موز نوتلا' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک,شیک آناناس,شیک آناناس, ,Cafe,اسموتی و شیک,899778,120000,شیک آناناس,29g7g2,YES,1.0,"The product name 'شیک آناناس' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک,شیک اورئو,شیک اورئو, ,Cafe,اسموتی و شیک,899779,120000,شیک اورئو,29g7g2,YES,1.0,"The product name 'شیک اورئو' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک,شیک اسپرسو,شیک اسپرسو, ,Cafe,اسموتی و شیک,899752,120000,شیک اسپرسو,29g7g2,NO,1.0,"The product name 'شیک اسپرسو' contains 'اسپرسو' (espresso), which implies coffee, violating the EXCLUDES rule.",17975
شیک,شیک m&m,شیک m&m,,Cafe,اسموتی و شیک,982755,120000,شیک m&m,29g7g2,YES,1.0,"The product name 'شیک m&m' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک,شیک بادام زمینی,شیک بادام زمینی,۵۰۰ میلی لیتر، شیر، پروتئین وی، کره بادام زمینی,Cafe,اسموتی و شیک,917457,120000,شیک بادام زمینی,2ml6m5,YES,1.0,"The product name 'شیک بادام زمینی' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
نوشیدنی سرد,اسموتی توت فرنگی,اسموتی توت فرنگی,360 میلی لیتر,Cafe,اسموتی و شیک,793424,150000,اسموتی توت فرنگی,54nrwn,YES,1.0,"The product name 'اسموتی توت فرنگی' clearly indicates it is a smoothie and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک ,شیک بیسکویت,شیک بیسکویت,360 میلی لیتر,Cafe,اسموتی و شیک,787370,155000,شیک بیسکویت,54nrwn,YES,1.0,"The product name 'شیک بیسکویت' clearly indicates it is a shake and does not contain coffee, matching the INCLUDES rule and not violating the EXCLUDES rule.",17975
شیک ,شیک اسپرسو,شیک اسپرسو,360 میلی لیتر,Cafe,اسموتی و شیک,787371,160000,شیک اسپرسو,54nrwn,NO,1.0,"The product name 'شیک اسپرسو' contains 'اسپرسو' (espresso), which implies coffee, violating the EXCLUDES rule.",17975
