product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
آش و حلیم,آش رشته آش رشته	,آش رشته,رشته، نخود، لوبیا، عدس، پیاز، نعنا، کشک، ادویه,Restaurant,حلیم و آش,847852,140000,آش رشته	,5331x7
آش و حلیم,آش رشته آش رشته	,آش رشته,رشته، نخود، لوبیا، عدس، پیاز، نعنا، کشک، ادویه,Restaurant,حلیم و آش,847852,140000,آش رشته	,5331x7
صبحانه,حلیم نیشابوری  یک کیلوگرم,حلیم نیشابوری ,گوشت گوسفندی، گندم، ادویه مخصوص ,Restaurant,حلیم و آش,963310,160000,یک کیلوگرم,2z4w92
صبحانه,حلیم نیشابوری  1.5 کیلوگرم,حلیم نیشابوری ,گوشت گوسفندی، گندم، ادویه مخصوص ,Restaurant,حلیم و آش,963311,240000,1.5 کیلوگرم,2z4w92
صبحانه,حلیم نیشابوری  دو کیلوگرم,حلیم نیشابوری ,گوشت گوسفندی، گندم، ادویه مخصوص ,Restaurant,حلیم و آش,963312,320000,دو کیلوگرم,2z4w92
صبحانه,حلیم نیشابوری  2.5 کیلوگرم,حلیم نیشابوری ,گوشت گوسفندی، گندم، ادویه مخصوص ,Restaurant,حلیم و آش,963313,400000,2.5 کیلوگرم,2z4w92
صبحانه,حلیم نیشابوری  سه کیلوگرم,حلیم نیشابوری ,گوشت گوسفندی، گندم، ادویه مخصوص ,Restaurant,حلیم و آش,963314,480000,سه کیلوگرم,2z4w92
صبحانه,حلیم نیشابوری  600 گرم (یک پرس),حلیم نیشابوری ,گوشت گوسفندی، گندم، ادویه مخصوص ,Restaurant,حلیم و آش,963315,96000,600 گرم (یک پرس),2z4w92
حلیم,حلیم مخصوص یک نفره,حلیم مخصوص,"با تزئین شکر، دارچین، کنجد، در ظرف گیاهی، بدون نان و قاشق	
",Restaurant,حلیم و آش,477182,195500,یک نفره,54gw82
حلیم,حلیم مخصوص دو نفره,حلیم مخصوص,"با تزئین شکر، دارچین، کنجد، در ظرف گیاهی، بدون نان و قاشق	
",Restaurant,حلیم و آش,477183,295500,دو نفره,54gw82
آش و سوپ,آش دوغ یک نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578855,155000,یک نفره,54gw82
آش و سوپ,آش دوغ دو نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578856,255000,دو نفره,54gw82
آش و سوپ,آش شله قلمکار یک نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578857,175500,یک نفره,54gw82
آش و سوپ,آش شله قلمکار دو نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578858,275500,دو نفره,54gw82
آش و سوپ,آش رشته دو نفره,آش رشته,"آش رشته با تزئین کشک پاستوریزه، پیاز داغ، سیر داغ، نعنا داغ، بدون نان و قاشق	
",Restaurant,حلیم و آش,690238,275500,دو نفره,54gw82
آش و سوپ,آش جو یک نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690257,145500,یک نفره,54gw82
آش و سوپ,آش جو دو نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690258,235000,دو نفره,54gw82
حلیم,حلیم مخصوص یک نفره,حلیم مخصوص,"با تزئین شکر، دارچین، کنجد، در ظرف گیاهی، بدون نان و قاشق	
",Restaurant,حلیم و آش,477129,195500,یک نفره,216xg5
حلیم,حلیم مخصوص دو نفره,حلیم مخصوص,"با تزئین شکر، دارچین، کنجد، در ظرف گیاهی، بدون نان و قاشق	
",Restaurant,حلیم و آش,477130,295500,دو نفره,216xg5
آش و سوپ,آش دوغ یک نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578845,155000,یک نفره,216xg5
آش و سوپ,آش دوغ دو نفره,آش دوغ,دوغ محلی ملس، سبزیجات مخصوص، نعنا داغ، در ظرف گیاهی ( بدون نان و قاشق)	,Restaurant,حلیم و آش,1578846,255000,دو نفره,216xg5
آش و سوپ,آش شله قلمکار یک نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578847,175500,یک نفره,216xg5
آش و سوپ,آش شله قلمکار دو نفره,آش شله قلمکار,با تزئین پیاز داغ و نعنا، بسیار خوشمزه و منحصر به فرد، بدون نان و قاشق	,Restaurant,حلیم و آش,1578848,275500,دو نفره,216xg5
آش و سوپ,آش رشته یک نفره,آش رشته,"آش رشته با تزئین کشک پاستوریزه، پیاز داغ، سیر داغ، نعنا داغ، بدون نان و قاشق	
",Restaurant,حلیم و آش,690226,175500,یک نفره,216xg5
آش و سوپ,آش رشته دو نفره,آش رشته,"آش رشته با تزئین کشک پاستوریزه، پیاز داغ، سیر داغ، نعنا داغ، بدون نان و قاشق	
",Restaurant,حلیم و آش,690227,275500,دو نفره,216xg5
آش و سوپ,آش جو یک نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690230,145500,یک نفره,216xg5
آش و سوپ,آش جو دو نفره,آش جو,آش جو، کشک بسته بندی، نان بسته بندی، ظرف بسته بندی بهداشتی مایکروویوی، پک کاتلری,Restaurant,حلیم و آش,690231,235000,دو نفره,216xg5
آش و حلیم,آش سبزی  یک کیلوگرم بدون ظرف,آش سبزی ,یک کیلوگرم، یک نخود، لوبیا، عدس، گوشت گوسفندی، ترخون، بدون نان,Restaurant,حلیم و آش,135078,115000,یک کیلوگرم بدون ظرف,5wzyw2
آش و حلیم,آش سبزی  یک کیلوگرم با ظرف,آش سبزی ,یک کیلوگرم، یک نخود، لوبیا، عدس، گوشت گوسفندی، ترخون، بدون نان,Restaurant,حلیم و آش,135079,120000,یک کیلوگرم با ظرف,5wzyw2
آش و حلیم,حلیم گندم یک کیلوگرم بدون ظرف,حلیم گندم,حلیم گندم با گوشت گوسفندی ریش ریش شده، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135080,90000,یک کیلوگرم بدون ظرف,5wzyw2
آش و حلیم,حلیم گندم یک کیلوگرم با ظرف,حلیم گندم,حلیم گندم با گوشت گوسفندی ریش ریش شده، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135081,93000,یک کیلوگرم با ظرف,5wzyw2
آش و حلیم,حلیم بادمجان درجه یک با مغز گردو یک کیلوگرم بدون ظرف,حلیم بادمجان درجه یک با مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135082,110000,یک کیلوگرم بدون ظرف,5wzyw2
آش و حلیم,حلیم بادمجان درجه یک با مغز گردو یک کیلوگرم با ظرف,حلیم بادمجان درجه یک با مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135083,115000,یک کیلوگرم با ظرف,5wzyw2
آش و حلیم,حلیم بادمجان درجه یک بدون مغز گردو یک کیلوگرم بدون ظرف,حلیم بادمجان درجه یک بدون مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135084,100000,یک کیلوگرم بدون ظرف,5wzyw2
آش و حلیم,حلیم بادمجان درجه یک بدون مغز گردو یک کیلوگرم با ظرف,حلیم بادمجان درجه یک بدون مغز گردو,گوشت گوسفندی ریش ریش شده، بادمجان آبپز، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135085,105000,یک کیلوگرم با ظرف,5wzyw2
آش و حلیم,آش رشته شیرازی یک کیلوگرم بدون ظرف,آش رشته شیرازی,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، سیر داغ، نعنا داغ، نان، ارائه در ظرف بهداشتی، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135086,70000,یک کیلوگرم بدون ظرف,5wzyw2
آش و حلیم,آش رشته شیرازی یک کیلوگرم با ظرف,آش رشته شیرازی,آش رشته با سبزی آش، حبوبات و رشته، تزیین شده با کشک، پیاز داغ، سیر داغ، نعنا داغ، نان، ارائه در ظرف بهداشتی، بدون نان، بدون دورچین,Restaurant,حلیم و آش,135087,75000,یک کیلوگرم با ظرف,5wzyw2
آش و حلیم,آش کازرونی یک کیلوگرم بدون ظرف,آش کازرونی,,Restaurant,حلیم و آش,135088,90000,یک کیلوگرم بدون ظرف,5wzyw2
آش و حلیم,آش کازرونی یک کیلوگرم با ظرف,آش کازرونی,,Restaurant,حلیم و آش,135089,93000,یک کیلوگرم با ظرف,5wzyw2
آش و حلیم,آش ماست یک کیلوگرم بدون ظرف,آش ماست,سبزی مخصوص، حبوبات، ماست، ادویه مخصوص، پیاز داغ ، نعنا داغ,Restaurant,حلیم و آش,135090,950000,یک کیلوگرم بدون ظرف,5wzyw2
آش و حلیم,آش ماست یک کیلوگرم با ظرف,آش ماست,سبزی مخصوص، حبوبات، ماست، ادویه مخصوص، پیاز داغ ، نعنا داغ,Restaurant,حلیم و آش,135091,98000,یک کیلوگرم با ظرف,5wzyw2
حلیم,حلیم بادمجان دو کیلوگرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339545,400000,دو کیلوگرم,21yl11
حلیم,حلیم بادمجان 1.5 کیلوگرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339546,300000,1.5 کیلوگرم,21yl11
حلیم,حلیم بادمجان یک کیلوگرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339547,200000,یک کیلوگرم,21yl11
حلیم,حلیم بادمجان 500 گرم,حلیم بادمجان,گوشت گوسفندی ریش ریش شده، بادمجان، برنج، نخود، لوبیا، تزئین شده با نعنا داغ، کشک، پیاز داغ، گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339548,100000,500 گرم,21yl11
حلیم,حلیم گندم دو کیلوگرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339549,400000,دو کیلوگرم,21yl11
حلیم,حلیم گندم 1.5 کیلوگرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339550,300000,1.5 کیلوگرم,21yl11
حلیم,حلیم گندم یک کیلوگرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339551,200000,یک کیلوگرم,21yl11
حلیم,حلیم گندم 500 گرم,حلیم گندم,گندم، گوشت گوسفندی، تزئین شده با شکر، دارچین، روغن حیوانی و مغز گردو، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339552,100000,500 گرم,21yl11
آش,آش رشته دو کیلوگرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339553,340000,دو کیلوگرم,21yl11
آش,آش رشته 1.5 کیلوگرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339554,255000,1.5 کیلوگرم,21yl11
آش,آش رشته یک کیلوگرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339555,170000,یک کیلوگرم,21yl11
آش,آش رشته 500 گرم,آش رشته,رشته آشی، نخود، لوبیا، سبزی آشی، کشک، تزئین شده با نعنا داغ و پیاز داغ، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339556,85000,500 گرم,21yl11
آش,آش شیرازی مخصوص دو کیلوگرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339557,400000,دو کیلوگرم,21yl11
آش,آش شیرازی مخصوص 1.5 کیلوگرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339558,300000,1.5 کیلوگرم,21yl11
آش,آش شیرازی مخصوص یک کیلوگرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339559,200000,یک کیلوگرم,21yl11
آش,آش شیرازی مخصوص 500 گرم,آش شیرازی مخصوص,نخود، لوبیا، عدس، سبزی مخصوص، گوشت گوسفندی، تزئین شده با پیاز داغ و فلفل سیاه، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339560,100000,500 گرم,21yl11
آش,آش گندم دو کیلوگرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339561,400000,دو کیلوگرم,21yl11
آش,آش گندم 1.5 کیلوگرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339562,300000,1.5 کیلوگرم,21yl11
آش,آش گندم یک کیلوگرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339563,200000,یک کیلوگرم,21yl11
آش,آش گندم 500 گرم,آش گندم,بلغور، گندم، عدس، نخود، گوشت گوسفندی، تزئین شده با پیاز دغ و مغز پسته، بدون نان، بدون دورچین,Restaurant,حلیم و آش,339564,100000,500 گرم,21yl11
 پیش غذا,آش رشته یک پرس,آش رشته,کشک گلپایگان. پیاز داغ و نعنا داغ,Restaurant,حلیم و آش,883337,100000,یک پرس,5my3lo
 پیش غذا,آش رشته 1.5 کیلوگرم,آش رشته,کشک گلپایگان. پیاز داغ و نعنا داغ,Restaurant,حلیم و آش,883339,300000,1.5 کیلوگرم,5my3lo
 پیش غذا,آش رشته یک کیلوگرم,آش رشته,کشک گلپایگان. پیاز داغ و نعنا داغ,Restaurant,حلیم و آش,829046,200000,یک کیلوگرم,5my3lo
حلیم,حلیم یک پرس,حلیم,با گوشت گوسفندی، روغن حیوانی معطر,Restaurant,حلیم و آش,693705,150000,یک پرس,5my3lo
حلیم,حلیم یک کیلوگرم,حلیم,با گوشت گوسفندی، روغن حیوانی معطر,Restaurant,حلیم و آش,693706,280000,یک کیلوگرم,5my3lo
حلیم,حلیم 1.5 کیلوگرم,حلیم,با گوشت گوسفندی، روغن حیوانی معطر,Restaurant,حلیم و آش,693707,420000,1.5 کیلوگرم,5my3lo
غذای ایرانی,آش رشته یک کیلوگرم,آش رشته, ,Restaurant,حلیم و آش,888201,200000,یک کیلوگرم,2r6x3p
غذای ایرانی,آش رشته 500 گرم,آش رشته, ,Restaurant,حلیم و آش,833160,100000,500 گرم,2r6x3p
خورشت,چلو خورشت مسما بادمجان با مرغ,چلو خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده، 200 گرم برنج ایرانی، یک تکه نان لواش,Restaurant,حلیم و آش,642811,408000,چلو خورشت مسما بادمجان با مرغ,2gxnol
خورشت,چلو خورشت مسما بادمجان با مرغ,چلو خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده، 200 گرم برنج ایرانی، یک تکه نان لواش,Restaurant,حلیم و آش,642811,408000,چلو خورشت مسما بادمجان با مرغ,2gxnol
خورشت,خورشت مسما بادمجان با مرغ,خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده,Restaurant,حلیم و آش,642812,350000,خورشت مسما بادمجان با مرغ,2gxnol
خورشت,خورشت مسما بادمجان با مرغ,خورشت مسما بادمجان با مرغ,300 گرم خورشت مسما بادمجان، بادمجان حلیم شده، یک عدد ران مرغ سرخ کرده,Restaurant,حلیم و آش,642812,350000,خورشت مسما بادمجان با مرغ,2gxnol
غذای ایرانی,حلیم بادمجان,حلیم بادمجان,400 گرم، بادمجان کبابی، گوشت گوساله چرخ کرده، گردو,Restaurant,حلیم و آش,642798,345000,حلیم بادمجان,2gxnol
غذای ایرانی,حلیم بادمجان,حلیم بادمجان,400 گرم، بادمجان کبابی، گوشت گوساله چرخ کرده، گردو,Restaurant,حلیم و آش,642798,345000,حلیم بادمجان,2gxnol
حلیم,حلیم یک نفره,حلیم,گندم، گوشت گوساله، کره حیوانی، شکر، دارچین، کنجد، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371070,100000,یک نفره,5zlr7z
حلیم,حلیم یک کیلوگرم,حلیم,گندم، گوشت گوساله، کره حیوانی، شکر، دارچین، کنجد، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371071,200000,یک کیلوگرم,5zlr7z
حلیم,حلیم 1.5 کیلوگرم,حلیم,گندم، گوشت گوساله، کره حیوانی، شکر، دارچین، کنجد، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371072,300000,1.5 کیلوگرم,5zlr7z
حلیم,حلیم دو کیلوگرم,حلیم,گندم، گوشت گوساله، کره حیوانی، شکر، دارچین، کنجد، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371073,400000,دو کیلوگرم,5zlr7z
حلیم,حلیم 2.5 کیلوگرم,حلیم,گندم، گوشت گوساله، کره حیوانی، شکر، دارچین، کنجد، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371074,500000,2.5 کیلوگرم,5zlr7z
آش,آش رشته یک نفره,آش رشته,نخود، لوبیا، عدس، سبزی آش، پیاز داغ، نعنا داغ، کشک، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371078,90000,یک نفره,5zlr7z
آش,آش رشته یک کیلوگرم,آش رشته,نخود، لوبیا، عدس، سبزی آش، پیاز داغ، نعنا داغ، کشک، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371079,180000,یک کیلوگرم,5zlr7z
آش,آش رشته 1.5 کیلوگرم,آش رشته,نخود، لوبیا، عدس، سبزی آش، پیاز داغ، نعنا داغ، کشک، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371080,270000,1.5 کیلوگرم,5zlr7z
آش,آش رشته دو کیلوگرم,آش رشته,نخود، لوبیا، عدس، سبزی آش، پیاز داغ، نعنا داغ، کشک، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371081,360000,دو کیلوگرم,5zlr7z
آش,آش رشته 2.5 کیلوگرم,آش رشته,نخود، لوبیا، عدس، سبزی آش، پیاز داغ، نعنا داغ، کشک، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371082,450000,2.5 کیلوگرم,5zlr7z
آش,آش شله قلمکار یک نفره,آش شله قلمکار,نخود، لوبیا، عدس، ماش، برنج، پیاز، گوشت گوساله، سبزی مخصوص، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371083,110000,یک نفره,5zlr7z
آش,آش شله قلمکار یک کیلوگرم,آش شله قلمکار,نخود، لوبیا، عدس، ماش، برنج، پیاز، گوشت گوساله، سبزی مخصوص، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371084,220000,یک کیلوگرم,5zlr7z
آش,آش شله قلمکار 1.5 کیلوگرم,آش شله قلمکار,نخود، لوبیا، عدس، ماش، برنج، پیاز، گوشت گوساله، سبزی مخصوص، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371085,330000,1.5 کیلوگرم,5zlr7z
آش,آش شله قلمکار دو کیلوگرم,آش شله قلمکار,نخود، لوبیا، عدس، ماش، برنج، پیاز، گوشت گوساله، سبزی مخصوص، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371087,440000,دو کیلوگرم,5zlr7z
آش,آش شله قلمکار 2.5 کیلوگرم,آش شله قلمکار,نخود، لوبیا، عدس، ماش، برنج، پیاز، گوشت گوساله، سبزی مخصوص، بدون دورچین، بدون نان,Restaurant,حلیم و آش,371088,550000,2.5 کیلوگرم,5zlr7z
صبحانه,حلیم معجون یک کیلوگرم,حلیم معجون,±50 گرم,Restaurant,حلیم و آش,1565495,130000,یک کیلوگرم,2p8g18
صبحانه,حلیم معجون 500 گرم,حلیم معجون,±50 گرم,Restaurant,حلیم و آش,1576130,65000,500 گرم,2p8g18
خوراک,آش شله قلمکار یک کیلوگرم,آش شله قلمکار,یک کیلوگرم,Restaurant,حلیم و آش,824545,200000,یک کیلوگرم,2p8g18
خوراک,حلیم معجون 500 گرم,حلیم معجون, ±50 گرم,Restaurant,حلیم و آش,491300,130000,500 گرم,2p8g18
خوراک,حلیم معجون یک کیلوگرم,حلیم معجون, ±50 گرم,Restaurant,حلیم و آش,514589,250000,یک کیلوگرم,2p8g18
حلیم,حلیم ۵۰۰ گرم,حلیم," گندم، گوشت مخلوط گوساله و گوسفندی ریش ریش شده، بدون نان

",Restaurant,حلیم و آش,412688,140000,۵۰۰ گرم,5xglr9
حلیم,حلیم یک کیلوگرم,حلیم," گندم، گوشت مخلوط گوساله و گوسفندی ریش ریش شده، بدون نان

",Restaurant,حلیم و آش,412690,280000,یک کیلوگرم,5xglr9
حلیم,حلیم ۱.۵ کیلوگرم,حلیم," گندم، گوشت مخلوط گوساله و گوسفندی ریش ریش شده، بدون نان

",Restaurant,حلیم و آش,766272,420000,۱.۵ کیلوگرم,5xglr9
حلیم,حلیم دو کیلوگرم,حلیم," گندم، گوشت مخلوط گوساله و گوسفندی ریش ریش شده، بدون نان

",Restaurant,حلیم و آش,766273,560000,دو کیلوگرم,5xglr9
آش,آش رشته ۵۰۰ گرم,آش رشته," نخود، عدس، لوبیا، سبزی، رشته آش، تزیین: کشک، پیاز داغ، نعنا داغ، بدون نان

",Restaurant,حلیم و آش,412674,140000,۵۰۰ گرم,5xglr9
آش,آش رشته یک کیلوگرم,آش رشته," نخود، عدس، لوبیا، سبزی، رشته آش، تزیین: کشک، پیاز داغ، نعنا داغ، بدون نان

",Restaurant,حلیم و آش,412677,280000,یک کیلوگرم,5xglr9
آش,آش رشته ۱.۵ کیلوگرم,آش رشته," نخود، عدس، لوبیا، سبزی، رشته آش، تزیین: کشک، پیاز داغ، نعنا داغ، بدون نان

",Restaurant,حلیم و آش,766266,420000,۱.۵ کیلوگرم,5xglr9
آش,آش رشته دو کیلوگرم,آش رشته," نخود، عدس، لوبیا، سبزی، رشته آش، تزیین: کشک، پیاز داغ، نعنا داغ، بدون نان

",Restaurant,حلیم و آش,766267,560000,دو کیلوگرم,5xglr9
آش,آش دوغ یک کیلوگرم	,آش دوغ," نخود، برنج، دوغ، سبزی، تخم مرغ، بدون نان

",Restaurant,حلیم و آش,412680,260000,یک کیلوگرم	,5xglr9
آش,آش دوغ ۵۰۰ گرم,آش دوغ," نخود، برنج، دوغ، سبزی، تخم مرغ، بدون نان

",Restaurant,حلیم و آش,412682,130000,۵۰۰ گرم,5xglr9
آش,آش دوغ ۱.۵ کیلوگرم,آش دوغ," نخود، برنج، دوغ، سبزی، تخم مرغ، بدون نان

",Restaurant,حلیم و آش,766268,390000,۱.۵ کیلوگرم,5xglr9
آش,آش دوغ دو کیلوگرم,آش دوغ," نخود، برنج، دوغ، سبزی، تخم مرغ، بدون نان

",Restaurant,حلیم و آش,766269,420000,دو کیلوگرم,5xglr9
آش,آش شله قلمکار ۵۰۰ گرم,آش شله قلمکار," گوشت مخلوط گوساله و گوسفندی ریش ریش شده، نخود، عدس، لوبیا، برنج، بلغور گندم، بدون نان

",Restaurant,حلیم و آش,412683,140000,۵۰۰ گرم,5xglr9
آش,آش شله قلمکار یک کیلوگرم,آش شله قلمکار," گوشت مخلوط گوساله و گوسفندی ریش ریش شده، نخود، عدس، لوبیا، برنج، بلغور گندم، بدون نان

",Restaurant,حلیم و آش,412686,280000,یک کیلوگرم,5xglr9
آش,آش شله قلمکار ۱.۵ کیلوگرم,آش شله قلمکار," گوشت مخلوط گوساله و گوسفندی ریش ریش شده، نخود، عدس، لوبیا، برنج، بلغور گندم، بدون نان

",Restaurant,حلیم و آش,766270,420000,۱.۵ کیلوگرم,5xglr9
آش,آش شله قلمکار دو کیلوگرم,آش شله قلمکار," گوشت مخلوط گوساله و گوسفندی ریش ریش شده، نخود، عدس، لوبیا، برنج، بلغور گندم، بدون نان

",Restaurant,حلیم و آش,766271,560000,دو کیلوگرم,5xglr9
غذای ایرانی,چلو کباب قلقلی سرآشپز,چلو کباب قلقلی سرآشپز,165 گرم کباب قلقلی مخلوط گوشت گوساله و گوسفندی (سه تکه)، 370 گرم برنج ایرانی,Restaurant,حلیم و آش,826735,275000,چلو کباب قلقلی سرآشپز,54ng8r
خوراک,خوراک کباب قلقلی سرآشپز  خوراک کباب قلقلی سرآشپز,خوراک کباب قلقلی سرآشپز ,165 گرم کباب قلقلی مخلوط گوشت گوساله و گوسفندی (سه تکه)، دورچین: خیارشور، سیب زمینی سرخ شده، لیمو، یک عدد نان لواش,Restaurant,حلیم و آش,826729,199000,خوراک کباب قلقلی سرآشپز,54ng8r
آش,آش رشته اعلا یک کیلوگرم,آش رشته اعلا,,Restaurant,حلیم و آش,508547,180000,یک کیلوگرم,2p8z17
آش,آش رشته اعلا 500 گرم ,آش رشته اعلا,,Restaurant,حلیم و آش,508548,90000,500 گرم ,2p8z17
آش,آش رشته اعلا دو کیلوگرم,آش رشته اعلا,,Restaurant,حلیم و آش,508549,360000,دو کیلوگرم,2p8z17
آش,آش رشته اعلا سه کیلوگرم,آش رشته اعلا,,Restaurant,حلیم و آش,508550,520000,سه کیلوگرم,2p8z17
آش,آش رشته اعلا چهار کیلوگرم,آش رشته اعلا,,Restaurant,حلیم و آش,508551,700000,چهار کیلوگرم,2p8z17
آش,آش شله قلمکار 500 گرم,آش شله قلمکار,گوشت گوسفندی تازه، نخود سفید، لوبیا قرمز، جو و گندم پوست کنده، عدس ریز و درشت، ماش، برنج نیم دانه هاشمی، سبزی آشی معطر، نمک، فلفل سیاه و قرمز، زردچوبه، پیاز داغ، نعنا داغ,Restaurant,حلیم و آش,391752,150000,500 گرم,2p8z17
